reactome_version,pathway_id,pathway_name,pathway_size_bg,expression_artifact_flag,n_rows_used
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-68962,Activation of the pre-replicative complex,31,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69002,DNA Replication Pre-Initiation,85,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,49,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69052,Switching of origins to a post-replicative state,66,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69091,Polymerase switching,12,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69109,Leading Strand Synthesis,12,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69166,Removal of the Flap Intermediate,12,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69183,Processive synthesis on the lagging strand,13,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69186,Lagging Strand Synthesis,18,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69190,DNA strand elongation,28,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69202,Cyclin E associated events during G1/S transition,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69205,G1/S-Specific Transcription,26,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69206,G1/S Transition,105,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69231,Cyclin D associated events in G1,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69236,G1 Phase,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69239,Synthesis of DNA,91,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69242,S Phase,130,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,32,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69275,G2/M Transition,156,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69278,"Cell Cycle, Mitotic",429,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69306,DNA Replication,114,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69416,Dimerization of procaspase-8,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69473,G2/M DNA damage checkpoint,65,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69478,G2/M DNA replication checkpoint,7,True,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69481,G2/M Checkpoints,117,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69541,Stabilization of p53,36,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69563,p53-Dependent G1 DNA Damage Response,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69615,G1/S DNA Damage Checkpoints,56,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69618,Mitotic Spindle Checkpoint,95,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69620,Cell Cycle Checkpoints,232,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,62,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70171,Glycolysis,53,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70221,Glycogen breakdown (glycogenolysis),12,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70263,Gluconeogenesis,12,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70268,Pyruvate metabolism,39,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70326,Glucose metabolism,58,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70370,Galactose catabolism,6,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70635,Urea cycle,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-70895,Branched-chain amino acid catabolism,21,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71032,Propionyl-CoA catabolism,5,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71064,Lysine catabolism,8,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71240,Tryptophan catabolism,6,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71291,Metabolism of amino acids and derivatives,170,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71336,Pentose phosphate pathway,12,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,188,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-71403,Citric acid cycle (TCA cycle),30,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72086,mRNA Capping,16,True,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72163,mRNA Splicing - Major Pathway,138,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72165,mRNA Splicing - Minor Pathway,30,True,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72172,mRNA Splicing,142,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72187,mRNA 3'-end processing,100,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72202,Transport of Mature Transcript to Cytoplasm,54,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,196,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72306,tRNA processing,87,True,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72312,rRNA processing,59,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72613,Eukaryotic Translation Initiation,21,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72649,Translation initiation complex formation,17,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",18,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72689,Formation of a pool of free 40S subunits,9,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",11,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72702,Ribosomal scanning and start codon recognition,18,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,19,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72737,Cap-dependent Translation Initiation,21,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-72766,Translation,144,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-727802,Transport of nucleotide sugars,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73614,Pyrimidine salvage,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73621,Pyrimidine catabolism,6,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73728,RNA Polymerase I Promoter Opening,13,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73762,RNA Polymerase I Transcription Initiation,33,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73772,RNA Polymerase I Promoter Escape,28,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73776,RNA Polymerase II Promoter Escape,34,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,34,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73780,RNA Polymerase III Chain Elongation,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73856,RNA Polymerase II Transcription Termination,15,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73857,RNA Polymerase II Transcription,946,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73863,RNA Polymerase I Transcription Termination,19,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73864,RNA Polymerase I Transcription,47,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73884,Base Excision Repair,48,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73886,Chromosome Maintenance,81,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73887,Death Receptor Signaling,119,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73893,DNA Damage Bypass,42,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73894,DNA Repair,277,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73927,Depurination,16,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73928,Depyrimidination,21,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73929,"Base-Excision Repair, AP Site Formation",23,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73933,Resolution of Abasic Sites (AP sites),35,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73942,DNA Damage Reversal,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73943,Reversal of alkylation damage by DNA dioxygenases,6,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-73980,RNA Polymerase III Transcription Termination,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-74158,RNA Polymerase III Transcription,22,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-74160,Gene expression (Transcription),1086,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-74182,Ketone body metabolism,5,False,4
